Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
70,446,2004,10,214000,1800,3,0,3700
16,382,2014,11,156800,1500,0,1,5650
16,381,2009,11,224000,1500,0,1,3799
70,343,2006,10,190000,1600,4,1,4699
67,466,2007,4,167000,1500,4,0,6500
67,470,2012,6,150000,1800,2,0,9699
55,314,2011,11,239000,1500,0,0,6900
50,484,2013,3,220000,1500,0,1,8800
5,96,2009,10,270000,2000,4,1,9200
67,466,2011,4,167000,1500,4,0,6500
67,124,2011,4,176200,1400,0,1,7599
55,188,2015,11,198000,1500,0,0,10950
55,402,2006,0,180000,1500,0,1,4500
55,402,2010,10,220100,1500,0,1,5000
67,218,2006,6,300000,1800,4,1,6000
48,438,2013,9,222369,2000,5,0,13400
6,55,2015,10,80000,2000,4,0,19999
36,504,2006,4,290000,1500,0,1,3200
6,43,2000,10,200000,2000,0,1,3500
67,218,2007,11,302718,2231,0,1,7000
70,446,2015,11,115000,1400,4,0,11200
70,446,2015,10,106000,2000,0,0,13799
65,315,2006,3,215800,2000,4,0,7200
70,182,2012,6,186000,1600,0,1,6200
44,181,2007,9,173451,2300,3,0,6750
70,446,2008,11,260000,1798,4,1,5550
5,94,2012,11,186400,1799,4,1,9499
61,430,2017,11,137000,1400,3,0,12950
45,628,2015,5,216000,2200,0,0,20000
61,570,2016,10,105000,2000,0,0,23500
61,429,2018,10,157000,1600,0,0,15800
45,387,2005,9,195400,2700,0,0,4500
6,43,2000,11,300000,2000,4,0,4500
70,308,2011,4,155849,1400,4,0,7850
45,628,2010,6,220000,2200,0,0,10999
70,343,2013,10,175000,1400,2,0,9390
44,14,2005,4,109131,1388,4,0,4300
13,630,2012,4,144000,1400,5,0,8299
45,243,2006,10,400000,2200,0,1,8200
50,484,2016,3,175000,1500,0,1,12999
67,466,2015,4,165000,1800,2,0,10200
6,67,2000,10,227000,2000,4,1,5490
6,67,2005,10,256105,2500,3,0,7599
13,630,2012,4,140000,1400,5,0,8299
30,174,2004,3,225000,2000,3,0,6800
55,314,2015,11,177000,1500,0,0,8900
70,343,2013,10,119000,1400,4,0,8500
55,532,2013,4,124000,1500,0,1,8490
61,509,2008,11,229000,1400,3,1,3999
52,19,2009,4,175000,1400,4,0,5200
6,43,2012,10,223000,2000,0,1,13500
67,217,2006,4,176850,1600,3,1,4499
70,446,2017,10,120000,1800,4,0,12900
61,429,2017,11,123600,1400,3,0,12350
14,536,2011,10,86000,2400,3,0,6999
45,628,2007,6,280788,2200,0,1,8490
6,0,2012,4,103640,1600,4,1,9199
61,429,2012,4,176000,1400,4,1,5800
51,661,2005,6,245000,1800,3,1,4490
45,151,2005,10,249000,1800,3,1,5990
61,271,2010,11,221300,1200,3,1,3800
6,67,2012,10,170000,2000,4,0,12999
31,604,2016,3,55000,1600,4,0,14300
39,287,2007,3,223000,2200,0,1,7999
70,542,2011,6,155000,1400,4,1,9499
5,478,2016,9,146000,2000,4,0,12300
67,128,2010,10,270000,1996,0,1,8250
23,280,2014,4,121000,1000,4,1,6300
55,314,2014,6,161000,1500,0,0,9200
55,260,2005,6,23000,2000,3,1,3900
15,421,2010,1,267000,1400,0,1,3850
45,628,2014,6,230000,2200,0,0,15990
70,343,2013,10,198000,1400,2,0,8600
30,204,2018,10,82000,1500,5,0,18500
6,640,2010,3,220000,2000,0,0,9700
31,664,2017,4,40718,1000,4,1,10700
6,640,2014,3,170000,2000,0,0,21500
45,243,2017,11,166000,1950,0,0,22990
30,102,2010,10,234000,1994,4,0,10499
70,599,2011,6,210000,2000,0,0,10500
55,206,2016,4,36000,1500,0,0,9500
23,578,1989,10,45000,2300,4,0,1200
31,663,2012,4,136454,1300,4,1,4950
30,102,2008,10,165000,1997,4,1,9100
61,271,2015,11,107000,1400,0,0,8500
39,287,2007,3,134000,2200,0,0,10300
5,479,2013,3,126590,2000,4,0,18000
67,466,2010,4,208000,1800,4,0,7899
60,335,2010,11,223000,1200,0,1,4500
61,570,2009,10,280000,2000,0,0,10000
70,593,2005,6,240000,1600,4,0,4850
70,588,2013,3,180282,2000,0,1,14900
70,182,2013,6,119000,1600,0,1,8500
67,128,2013,11,200000,2200,0,0,10500
16,381,2006,10,303000,1390,3,1,1800
55,352,2017,3,162000,1496,0,0,12900
6,67,2003,10,300000,2200,4,1,7000
51,211,2018,6,19000,1400,4,1,10500
30,339,2010,4,183000,1300,2,0,6400
70,182,2009,1,146454,2000,0,1,3999
15,157,2012,4,101211,1000,4,1,3750
48,438,2014,3,171524,2000,5,0,13300
30,174,2014,3,183021,1600,0,1,13999
61,429,2008,10,205121,1800,4,1,4999
70,308,2012,11,147208,1400,4,1,7500
55,314,2012,11,171200,1500,0,1,7300
55,314,2011,11,157544,1500,0,1,6500
55,314,2011,11,164892,1400,4,1,6100
31,552,2016,10,45074,2000,5,0,16999
55,314,2011,11,156290,1500,0,1,7200
6,67,1999,10,223237,2000,3,1,4500
23,409,2018,11,103121,1500,3,0,11700
55,352,2016,3,190000,1500,0,0,14400
45,628,2006,6,304000,2200,0,1,5200
5,94,2016,11,195232,2000,0,1,13800
5,479,2012,3,112114,2000,4,0,15000
55,314,2006,11,187211,1500,0,1,3999
55,314,2017,11,156802,1500,0,0,13500
67,186,2005,10,157085,2400,3,0,5500
64,437,2010,11,195000,2000,0,1,9800
16,242,2013,3,155211,1500,0,1,7999
67,124,2015,4,179713,1400,0,1,9500
45,151,2006,10,286223,1800,3,1,5999
70,599,2013,3,233000,2000,0,1,11500
23,291,2014,10,120788,2000,5,0,11999
70,446,2012,11,170000,1400,3,1,8300
5,96,2003,10,370000,2500,0,1,4850
69,26,1999,10,150000,1500,4,1,5000
70,446,1991,11,350000,1800,3,1,1500
51,661,2004,6,300000,1600,3,1,2900
31,457,1994,4,230000,1500,4,1,1450
70,446,1991,10,292000,1800,4,1,1150
16,240,2013,6,135000,1500,0,1,5750
61,429,2011,11,300000,2000,4,1,4999
67,124,2012,4,180000,1800,2,0,8490
71,643,2012,3,127345,2000,4,0,13500
55,532,2011,6,291000,1500,0,1,5650
16,382,2007,11,225000,1600,3,1,3850
55,402,2008,11,193000,1500,0,1,4999
61,429,2006,10,267000,2000,3,1,4999
16,382,2008,11,250000,1500,0,1,4350
16,381,2011,10,267000,1200,4,1,2750
70,599,1999,6,250000,1900,0,1,3999
39,496,2014,9,113000,2200,0,0,20999
70,343,2013,10,196000,1400,2,0,8499
39,287,2011,9,262000,2200,0,0,12999
51,211,2008,6,227000,1300,0,1,3999
67,125,2015,10,96000,2500,2,0,17999
69,34,2006,11,167000,1600,4,1,1999
5,94,2015,10,28000,2000,4,0,13999
51,122,2006,4,110000,1900,0,1,3999
67,124,2007,4,232000,1400,0,1,5750
44,14,2005,4,177000,1200,4,1,2999
55,402,2014,11,214000,1500,0,1,6750
71,645,2008,9,273000,2400,0,0,12500
67,468,2017,10,70000,1800,2,0,16300
50,484,2014,3,98800,1500,0,1,12690
16,242,2014,3,137000,1500,0,1,10490
67,124,2015,11,159000,1800,2,0,11990
15,231,2012,4,183000,2000,2,0,9990
50,347,2013,3,149000,1600,4,0,10490
55,352,2016,3,166000,1500,0,0,13990
67,125,2013,10,60500,2500,2,0,16500
61,570,2008,10,200000,1989,0,1,6290
35,311,2003,9,360000,2700,0,0,2500
50,484,2009,3,265000,1500,0,1,6800
50,484,2011,9,236000,1500,0,1,7700
16,242,2015,3,101000,1461,0,1,7400
45,243,2003,10,312000,1800,4,0,3800
31,663,2014,4,90000,1200,0,1,7499
51,661,2005,6,200000,1600,3,1,2800
17,398,2008,10,94513,800,4,1,890
23,409,1995,11,236424,1600,4,1,600
6,67,2015,10,180689,2000,0,0,21500
16,381,2009,6,14200,1600,3,1,1200
70,446,2012,11,213000,1390,4,1,8000
70,588,2015,3,108000,2000,4,0,13900
50,484,2008,3,160000,2000,4,0,6600
16,381,2008,10,220000,1400,4,1,2387
61,570,2012,10,235000,1968,0,0,9750
70,308,2014,11,175600,1400,3,0,9800
70,308,1996,11,265321,1600,4,1,1550
45,243,2003,10,154283,2200,0,0,2800
55,369,2001,11,248465,1900,0,1,2650
51,122,2012,4,166600,1400,4,1,5999
67,128,2009,10,197000,1800,4,0,8800
55,596,2006,6,225000,1900,0,1,4750
6,640,2013,9,223000,2000,4,0,14999
30,203,2017,4,96000,1500,4,0,14390
23,280,2016,11,152700,1500,0,0,9250
67,155,2018,3,59300,1800,2,0,17490
50,484,2007,3,235000,1500,0,1,6990
50,484,2018,3,69000,1500,0,1,16990
36,425,2017,3,113000,1600,2,0,15490
23,364,2017,3,146700,1500,0,0,14990
55,355,2015,6,188000,1500,0,1,6990
23,364,2016,3,102500,1500,0,1,14490
23,364,2018,3,122100,1500,0,1,14250
23,598,2012,6,101000,1800,0,1,5990
31,604,2006,3,311000,2000,3,1,7490
23,156,2016,6,194000,1500,0,1,10900
55,355,2014,6,161000,1500,0,1,6990
23,364,2017,9,119000,1500,0,0,13990
61,570,2014,10,153000,1800,4,0,12100
67,186,2016,10,122000,2500,2,0,11999
6,43,1999,10,424000,2000,0,1,2100
30,174,2010,3,220000,2200,0,0,13000
60,335,2011,11,166000,1200,0,1,4999
70,446,2006,11,300000,2000,0,1,5800
70,308,2011,11,163700,1400,4,1,6400
23,280,2002,10,165000,2000,3,0,1799
16,381,2009,10,220004,1400,3,1,2799
5,95,2014,2,92625,2000,4,0,14999
31,304,2006,4,162088,1400,4,0,2799
16,382,2015,11,128312,1200,3,1,5299
61,429,2012,11,148660,1400,4,1,7400
51,122,2006,11,241320,1300,0,1,3750
55,402,2013,11,172000,1200,4,1,5700
50,484,2015,9,155000,1500,0,1,10950
16,380,2012,6,196000,1500,0,1,6350
51,122,1997,4,330000,1600,4,1,1500
6,43,2004,10,418000,2000,0,0,5400
36,553,2009,9,191200,2500,0,0,10350
30,102,2020,10,27000,1498,4,0,17100
16,526,2009,4,147956,1390,3,1,3500
31,664,2014,6,172000,1400,0,1,4900
55,355,2007,6,199500,1500,0,1,1600
55,532,2009,6,220000,1500,0,1,4000
51,219,1997,2,300000,1195,3,1,900
5,479,2010,9,223500,2000,4,0,11400
23,291,2015,10,169000,2000,5,0,12000
61,429,2005,10,206000,1600,4,1,5400
55,314,2016,11,176000,1500,0,1,7950
6,55,2014,2,50000,2000,4,0,16800
45,510,2012,10,229000,2200,0,0,20000
67,466,2017,4,46000,1800,2,0,12800
67,466,2015,11,160000,1800,2,0,8700
5,96,2016,10,107000,2000,4,0,20000
23,291,2014,10,194000,2000,5,0,11800
67,466,2007,4,282380,1500,3,0,6700
6,67,2015,10,148000,2000,4,0,18800
6,55,2014,2,50000,2000,4,0,16799
70,446,2009,11,226000,1800,4,1,5600
23,291,2014,8,126000,2000,5,0,12800
67,124,2014,9,125000,1300,4,1,8500
70,343,2014,10,129000,2000,4,0,10000
31,552,2007,10,195000,2000,4,1,4999
16,382,2009,11,380000,1400,3,1,3300
23,291,2016,10,155000,2000,2,0,13500
16,240,2015,11,195200,1500,0,1,8300
61,429,2006,10,160000,2000,4,0,5500
23,291,2015,10,94000,2000,5,0,13000
55,352,2017,3,138000,1500,0,0,13750
6,67,1995,10,250000,2000,4,1,3999
40,177,2011,4,185000,1800,2,0,10000
36,191,2013,5,122000,1700,0,0,12500
55,402,2014,11,220000,1500,0,0,7699
55,532,2017,11,82000,1500,0,1,9000
23,291,2013,10,170000,2000,2,0,11500
22,563,2004,11,240000,1900,0,1,3699
70,446,2016,8,116000,1800,4,0,13500
70,446,2004,10,320000,1900,0,1,4299
61,271,2016,11,193624,1400,0,1,7700
67,466,2017,4,46000,1800,2,0,12799
50,290,2007,7,103000,2500,3,0,7990
44,72,2008,10,220000,1800,4,1,6500
45,134,2006,4,230000,2000,0,1,5490
31,604,2016,3,93000,1600,4,0,16000
6,67,2005,10,300000,2500,0,1,7999
61,429,2008,10,320000,2000,4,0,7199
50,484,2018,3,153000,1600,0,0,17500
6,67,1996,10,270000,2000,4,1,5199
70,542,2006,6,340000,1800,3,0,6800
70,599,2001,5,300000,1900,0,1,4200
50,636,2002,11,205900,2200,0,1,5000
45,89,2005,4,116742,1500,4,0,4141
69,29,1991,10,111111,1300,4,1,850
22,238,2004,6,312000,1900,4,1,1800
70,593,2004,11,200000,1600,4,1,4650
55,532,2005,5,169500,1500,0,1,3500
70,593,2009,1,190000,1400,4,1,5600
45,151,1999,10,300000,2000,4,1,3333
55,369,2010,11,229000,1500,0,1,5400
16,381,2008,10,319122,1500,0,1,2900
70,308,2016,4,90000,2000,4,1,19999
45,628,2011,6,279000,2143,0,0,7789
30,174,2007,9,203000,2200,0,1,8900
70,592,2005,9,368000,2500,0,0,7750
61,271,2012,11,168900,1200,0,1,4900
16,242,2016,3,142000,1500,0,1,9200
61,570,2007,10,250000,1996,0,1,6290
60,378,2010,4,134000,1400,4,1,8350
61,570,2015,10,190000,2000,0,0,17500
60,335,2011,11,16000,1200,0,1,5100
70,446,2002,10,309000,1900,0,1,4500
61,570,2017,4,230000,1400,4,0,14300
23,280,2018,4,34000,1000,4,0,9900
55,314,2015,6,158000,1500,0,1,7990
50,484,2017,3,49000,1500,0,1,16990
50,484,2018,3,59000,1500,0,1,17350
23,409,2016,11,167000,1500,0,1,10990
50,484,2018,3,49000,1500,0,1,17350
50,484,2017,3,89000,1600,0,0,18990
23,280,2017,11,149000,1500,0,0,9350
16,242,2017,3,124000,1500,0,1,9990
50,484,2018,3,61000,1500,0,1,17290
45,243,2014,10,285000,2200,0,0,19990
50,484,2014,3,226000,1200,4,1,8990
6,43,2008,2,115000,2000,4,0,9250
23,364,2014,9,95000,1600,4,0,11750
15,159,2013,4,202000,1400,0,0,6900
65,627,2020,9,7000,1400,4,0,18550
23,409,2016,10,144000,2000,2,0,16990
36,561,2015,9,152000,2000,0,0,16999
31,604,2017,9,47000,1600,4,0,18949
6,0,2011,4,218000,1600,4,0,8999
31,251,2008,10,228000,1600,4,0,5750
31,101,2018,10,33000,1600,4,0,10750
23,280,2018,11,171000,1500,0,1,8999
50,484,2016,3,156000,1600,0,0,15350
50,484,2018,3,27000,1500,0,1,17990
23,280,2016,11,190000,1500,0,1,8599
50,484,2017,3,44000,1500,0,1,16990
23,364,2017,3,145000,1500,0,0,15350
50,484,2018,3,59000,1500,0,1,17290
50,484,2018,3,47000,1500,0,1,17290
23,280,2015,11,163000,1500,0,1,8490
23,364,2017,3,129000,1500,0,0,15750
13,254,2007,10,216000,2000,4,0,3850
61,499,2014,4,112580,1200,4,1,6800
55,532,2005,11,270000,1500,0,1,3200
55,369,2012,4,214450,1450,0,1,5995
61,570,2013,10,129811,1800,4,1,11299
6,67,2002,10,252000,2500,0,1,5490
30,102,2007,10,256000,2000,3,0,6100
50,484,2014,3,49000,1500,0,1,16990
44,72,2018,3,103200,1500,0,1,14150
51,616,2002,10,290000,1800,3,1,3000
6,67,1993,10,240000,1800,4,1,2200
55,355,2017,1,175000,1500,0,1,7200
31,304,2004,4,22000,1500,0,1,2990
70,446,2005,11,258000,1900,0,1,5190
16,380,2013,6,180000,1500,0,1,5990
70,588,2012,3,201000,2000,4,0,9490
67,607,2009,4,190000,1400,4,1,6999
55,402,2016,11,144249,1500,0,0,9400
39,236,2015,3,127000,2200,0,0,24500
55,369,2013,4,211370,1500,0,1,6250
23,598,2010,6,228723,1798,0,1,5000
55,402,2017,11,150000,1500,0,1,9600
45,243,1999,10,216000,2400,4,1,4499
61,570,2015,10,135000,2000,0,0,17499
16,242,2013,9,260000,1500,0,1,7990
55,381,1998,10,280000,2000,4,0,1800
55,402,2014,4,158000,1500,0,1,6900
67,128,2010,10,210000,1800,4,1,8200
2,492,2008,9,176000,2300,3,0,9800
71,610,2009,11,145000,1600,0,1,7700
30,203,2007,10,188000,1799,3,0,4000
55,402,2015,4,220000,1500,0,1,4500
51,122,2011,11,170000,1300,0,1,6300
70,446,2011,11,187000,1400,3,1,7600
55,355,2014,11,185000,1500,0,1,7000
61,271,2003,4,232000,1200,3,1,2850
67,124,2012,4,207885,1800,2,0,8900
6,67,2016,10,161000,2500,0,0,23900
45,172,2001,2,249000,2000,4,0,4600
61,429,2013,4,227000,1200,4,1,6750
67,124,2013,11,131000,1400,0,1,8550
48,370,2008,10,230000,1500,3,0,6100
61,271,2012,11,170000,1200,4,0,4999
55,402,2004,11,299000,1500,0,1,2599
60,335,2011,11,224000,1200,0,1,4499
51,122,2010,4,121000,1800,4,0,5799
55,402,2013,11,247000,1500,0,0,5999
50,484,2015,3,167000,1500,0,1,11299
70,308,2004,4,290000,1600,4,1,3699
55,352,2015,3,171000,1500,0,0,13599
55,532,2014,6,178000,1500,0,1,6990
45,628,2004,6,300000,2200,0,1,5300
23,598,2008,6,230000,1800,0,1,3650
30,174,2002,11,263100,2000,3,1,5850
31,552,2016,10,55000,2000,2,0,13500
55,402,2010,11,250000,1500,0,1,5290
55,314,2011,6,167000,1500,0,0,6500
70,446,2018,10,32000,2000,4,0,14500
61,429,2013,10,250000,1600,3,1,4150
61,570,2017,11,240000,1600,0,1,13800
61,271,2005,10,225000,1200,3,1,2800
61,271,2009,4,212000,1400,4,1,3350
70,308,2000,6,280000,1600,4,1,2650
70,446,2017,10,64000,1800,4,0,12799
70,446,2006,10,198000,2000,4,1,5800
31,664,2013,11,170000,1400,0,1,7000
61,509,2007,11,252000,1400,0,1,4490
45,151,2015,10,136000,2000,5,0,19290
30,174,1999,9,227565,2000,4,0,4200
44,72,2005,10,240000,1999,4,1,3099
16,526,2011,4,117000,1200,3,1,2700
61,570,2014,11,208000,2000,0,0,12500
50,484,2015,9,160100,1500,0,1,11790
50,484,2016,9,167000,1500,0,1,11550
50,484,2015,9,127100,1500,0,1,11490
50,484,2017,9,144400,1500,0,1,12200
50,484,2015,9,110300,1500,0,1,12450
50,484,2015,9,172500,1500,0,1,11450
50,484,2014,9,153300,1500,0,1,12350
23,301,2002,6,182600,2000,3,1,3999
50,484,2018,3,140500,1500,0,1,13590
36,452,2011,4,79103,998,4,0,6600
51,105,2003,6,150000,1300,4,1,800
48,556,2002,6,11111,1300,3,1,1990
5,96,2001,10,111111,2700,3,1,4750
5,96,2000,11,289494,2500,0,1,3799
5,96,2002,10,111111,2500,0,0,3999
55,402,2006,11,229394,1500,0,1,2799
55,402,2017,11,164500,1500,0,0,10400
50,484,2016,3,150000,1500,0,1,12150
13,600,2018,3,33000,1800,4,0,13650
6,67,2010,10,222500,2500,4,0,12700
61,271,2011,11,181000,1200,0,1,4700
45,151,2002,10,262346,2200,0,1,4850
16,381,2010,11,111111,1500,0,1,3999
51,408,2015,3,83000,1400,4,0,10950
67,128,2004,11,245000,1800,4,1,5600
31,604,2017,3,47000,1600,4,0,18950
55,352,2020,3,19000,1300,4,1,12350
23,291,2008,4,201000,1400,0,1,4500
51,661,2007,6,203000,1998,4,1,5250
45,89,2014,4,96000,2000,4,0,15999
16,526,2013,4,100000,898,4,1,4299
50,485,2010,9,175000,1500,0,1,7990
45,243,2011,2,216000,2200,0,0,13700
23,156,2016,6,115000,2000,5,0,11799
61,509,2008,6,180000,1400,0,1,4600
16,242,2016,9,70000,1500,0,1,8900
16,381,2008,11,187000,1461,0,1,2500
71,81,1995,10,215200,2300,3,0,3300
45,296,2013,3,160000,2200,0,0,20990
45,151,2015,10,110000,2200,0,0,22999
70,114,1996,6,123456,2000,3,1,1950
51,219,2015,4,194000,1400,4,0,7700
50,484,2016,9,160000,1500,0,1,13400
31,552,2018,10,125493,1999,2,0,17365
55,314,2015,6,181000,1500,0,0,8999
16,242,2016,9,129000,1500,0,1,11999
61,429,2009,11,165000,1200,4,1,4950
51,211,2001,6,33800,1699,0,1,1400
70,456,2012,4,204000,1200,0,1,5900
45,243,2010,10,299000,2200,0,0,13950
55,260,2016,11,180000,1600,0,0,16200
16,381,2007,10,284627,1397,3,1,2799
13,227,2014,10,50000,1400,4,0,6890
55,352,2016,9,150200,1500,0,0,13450
23,409,2016,4,167000,1500,0,1,12990
13,187,2011,9,104000,2400,3,0,11450
40,419,2015,3,149000,2500,2,0,21750
70,446,2018,10,51000,1400,4,0,20990
67,124,2014,11,187300,1800,2,0,9990
33,114,1989,9,123456,2559,4,1,950
31,663,2011,4,190000,1248,3,1,4500
45,243,2011,10,200000,2200,0,0,13400
55,532,2006,10,200465,1500,0,1,3100
70,412,2011,6,200000,2500,0,1,10500
67,468,2017,4,95000,1800,5,0,17999
70,308,2010,4,219000,1400,4,1,5999
50,508,2017,3,41000,2000,2,0,19790
42,389,2013,10,111000,2000,2,0,11999
70,308,1996,11,226000,1800,4,1,1999
71,643,2016,3,44917,2000,4,0,20990
51,122,2001,4,203000,1800,4,0,2990
55,314,2005,11,197000,1500,0,1,3750
61,271,2016,4,170500,1400,0,1,6990
51,661,2002,6,256000,2000,0,1,3499
45,243,2004,10,245000,2200,0,1,6499
23,291,2016,10,94407,2000,5,0,15499
6,640,2005,9,278000,2000,0,1,7300
70,308,2013,11,187000,1400,4,1,8990
67,655,2013,4,78000,1300,4,1,5999
45,625,2011,6,350000,2143,0,1,8789
61,429,2006,11,240000,1900,0,1,3600
55,314,2012,6,207000,1464,0,1,7000
67,124,2004,4,140000,2000,0,1,1449
50,464,1995,10,380000,1600,4,1,1300
31,663,2013,10,140000,1200,0,1,4650
45,243,2013,11,239000,2147,2,0,14500
39,287,1999,3,2222,1800,4,1,3500
67,186,2012,10,16000,2500,3,0,10400
51,616,1989,10,225000,1800,4,1,1150
67,655,2006,4,220000,1400,0,0,4950
67,124,2014,11,128000,1800,2,0,9699
23,364,2017,9,146700,1500,0,0,14990
55,352,2017,9,191000,1500,0,0,14500
52,20,2013,4,154000,1400,0,0,6999
32,481,2017,9,91000,1500,0,0,15490
23,364,2016,9,102500,1500,0,1,14490
23,364,2018,9,122100,1500,0,1,14250
6,43,2016,10,64000,2000,4,0,17500
50,484,2014,9,132800,1500,0,1,12190
30,174,2013,9,174000,2231,0,1,17500
61,429,2016,4,174000,1600,0,1,12999
67,124,2015,4,164000,1800,2,0,12700
51,122,2011,11,167000,1300,0,1,6999
55,532,2010,6,190000,1500,0,0,6800
70,593,2012,6,155150,1400,4,0,8750
16,242,2012,3,161000,1500,0,1,7400
52,18,2004,11,250000,1400,3,1,2750
67,500,2016,9,146000,2500,2,0,20000
70,446,2000,11,260000,1798,4,1,1050
70,599,1997,11,3500,2500,0,1,4500
55,314,2017,6,149000,1500,0,0,14500
44,41,2009,4,118000,1600,4,0,5300
60,335,2011,11,180000,1200,0,1,4750
55,402,2012,11,240000,1500,0,1,6200
6,43,2007,2,213000,2000,4,1,7700
61,570,2015,10,156000,1600,0,0,13500
70,456,2014,4,225000,1200,0,1,6350
36,561,2011,9,155000,2000,4,0,10350
30,174,2007,9,220000,2000,4,0,9499
70,308,2015,4,78000,2000,4,0,23999
54,490,2017,10,160233,1500,3,1,4200
36,561,2020,10,24000,1600,4,0,18500
69,26,1989,10,180000,1600,4,1,9000
70,588,2012,9,275000,2000,4,0,10800
61,430,2008,10,288000,2000,4,1,7999
71,611,2014,11,190000,2400,5,0,14500
61,570,2014,10,132000,1800,4,0,13400
70,588,2013,3,64000,2000,4,0,11800
40,334,2015,10,74756,2000,4,0,15000
52,19,2006,2,206838,1400,4,1,2200
45,296,2013,3,194000,2200,0,0,18900
15,348,2014,6,153000,2000,0,0,14700
61,570,2017,10,168000,2000,0,0,18500
70,620,1993,10,155000,1900,0,1,1500
55,402,2013,11,189000,1500,0,1,6850
45,243,2010,10,268000,1800,4,0,11400
45,628,2005,6,3100,2200,0,1,5200
48,438,2003,3,223000,2000,3,1,5300
55,352,2016,3,145000,1500,0,0,13749
16,526,2010,4,118000,1400,3,1,3399
51,122,2012,11,258632,1700,0,1,6550
70,447,2013,10,122000,2000,4,0,10799
64,337,2010,10,75000,1500,4,0,5799
51,219,2008,4,313000,1300,0,1,3450
61,429,2006,10,160000,2000,4,0,5499
55,314,2013,6,139000,1499,0,0,7200
6,67,2012,10,200000,2000,4,0,12799
6,638,2016,3,100000,2000,4,0,19800
70,593,2008,11,226000,2000,3,1,4500
40,419,2015,9,112750,2494,2,0,24400
61,509,2009,11,208000,1400,0,1,4200
61,570,2016,10,180000,1600,0,0,14999
70,343,2011,10,171000,1400,4,1,7700
55,355,2014,11,180245,1461,0,1,7450
55,402,2012,11,197000,1500,0,1,7500
50,484,2011,9,160000,2000,0,0,10200
67,668,2009,4,71000,1000,4,0,5200
67,186,2015,10,122122,2494,2,0,13750
67,155,2017,3,21700,1798,2,0,19700
23,291,2014,10,153000,2000,2,0,10499
30,342,2007,4,385000,1400,4,1,3800
40,491,2016,2,149500,2494,2,0,22900
51,616,1995,10,420865,1600,3,1,1600
16,382,2019,11,23000,900,4,1,8000
6,67,2012,10,139000,2500,4,0,12999
16,381,2004,4,307140,1400,3,1,2500
61,271,2011,1,150000,1200,0,1,4900
67,186,2015,10,159000,2494,2,0,13750
70,593,2012,6,185000,1400,4,0,7690
23,280,2016,11,187000,1500,0,0,8600
70,308,2000,3,2222,2000,3,1,2350
70,592,2007,9,235000,2500,0,0,10888
61,429,2012,11,106000,1390,4,0,7400
67,217,2010,10,220000,1400,0,1,6700
16,526,2013,1,157000,900,4,1,4500
5,96,2015,10,120000,2000,0,0,16000
30,174,2008,9,190000,2000,4,0,11000
52,19,2010,4,222390,1400,0,1,3100
55,314,2006,6,310000,1500,0,1,3500
50,484,2017,3,75000,1200,4,1,11900
61,509,2011,1,172000,1200,0,1,4300
67,124,2015,4,170000,1800,2,0,10450
67,623,2011,6,162231,1364,0,1,6200
31,604,2006,11,180000,2000,4,1,5900
31,528,2013,11,280033,2199,0,0,17700
31,604,2017,3,44000,1999,4,0,19999
67,124,2009,4,200000,1400,0,1,7000
48,442,2010,11,150000,2500,0,1,10800
22,488,2011,6,178200,1300,0,1,5100
32,483,2014,9,158000,2500,2,0,19500
45,243,2011,10,248000,1800,3,0,10350
6,67,2000,10,300000,2500,0,1,2700
67,128,2009,10,199000,1600,4,1,7400
55,207,2010,10,138957,1149,4,1,3100
65,141,1995,4,200000,1300,4,1,1390
55,352,2016,3,140000,1500,0,0,11999
45,243,2011,10,170000,2200,0,0,16999
61,271,2017,4,38000,1000,4,1,7999
61,271,2017,4,37000,1000,4,1,7999
45,296,2014,3,142000,2200,0,0,18499
61,429,2017,10,131000,1600,0,0,13999
71,643,2016,3,160000,2000,0,0,17999
50,484,2012,3,96000,1600,3,1,8999
55,352,2017,3,180000,1500,0,0,11999
45,244,2010,2,240000,2200,0,0,12999
50,484,2018,3,150000,1500,0,1,13999
31,604,2016,3,150000,2000,0,0,17499
40,177,2011,4,160000,1800,2,0,9999
45,625,2011,6,187000,2200,0,0,16999
40,177,2016,4,180000,1800,2,0,12999
40,177,2013,4,140000,1800,2,0,10999
67,622,2015,11,177000,1600,0,1,10999
40,334,2014,10,148000,2500,2,0,17999
71,644,2015,11,160000,2000,0,0,14999
55,402,2018,4,160000,1500,0,1,8999
51,661,2012,6,199000,1600,3,1,8999
67,466,2011,4,171638,1800,2,0,7499
6,43,2005,2,280000,2000,0,1,8200
16,242,2016,9,67000,1500,0,1,8900
55,369,2009,4,220000,1500,0,1,5000
61,570,2018,10,133000,2000,0,1,18900
55,402,2017,6,185000,1500,0,1,11300
70,309,2006,4,226000,2000,0,1,5600
61,271,2007,1,221000,1400,0,1,3700
45,172,2006,2,192000,1999,4,0,6900
67,466,2008,4,239400,1500,2,0,6850
50,464,1999,4,111111,2000,4,1,1699
71,610,2009,11,225000,2000,0,1,7999
55,577,2018,11,185000,1461,0,1,10999
50,484,2008,3,189500,1500,0,1,6900
23,222,2000,6,200000,1800,0,1,1200
51,219,2000,4,190000,1000,4,1,1600
61,429,2008,11,224000,2000,4,1,6999
36,452,2005,4,160000,1100,4,1,2550
